City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
661,Korhogo,9.45,-5.6333,75.67,80,92,8.08,CI,2022-04-11 22:54:47
662,La Union,-5.4,-80.75,80.76,55,43,19.89,PE,2022-04-11 22:54:48
663,Maun,-19.9833,23.4167,71.56,78,40,3.44,BW,2022-04-11 22:54:48
664,Salalah,17.0151,54.0924,78.53,74,0,1.79,OM,2022-04-11 22:54:48
665,Cabedelo,-6.9811,-34.8339,79.47,74,97,8.14,BR,2022-04-11 22:54:49
666,Mecca,21.4267,39.8261,81.36,32,0,1.74,SA,2022-04-11 22:54:49
667,Okhotsk,59.3833,143.3,17.22,86,86,8.93,RU,2022-04-11 22:54:49
668,Gold Coast,-28.0,153.4333,80.04,71,0,4.61,AU,2022-04-11 22:54:50
669,Bahia Blanca,-38.7196,-62.2724,54.37,70,40,2.48,AR,2022-04-11 22:54:00
670,Greymouth,-42.4667,171.2,61.66,88,95,19.77,NZ,2022-04-11 22:54:50
671,Stara Vyzhivka,51.4376,24.44,33.94,80,40,7.14,UA,2022-04-11 22:54:50
672,Clyde River,70.4692,-68.5914,-3.77,84,20,3.44,CA,2022-04-11 22:54:51
673,Kudahuvadhoo,2.6708,72.8944,83.57,74,40,12.3,MV,2022-04-11 22:54:51
674,Kenai,60.5544,-151.2583,47.03,49,0,9.22,US,2022-04-11 22:51:57
675,Novyy Urengoy,66.0833,76.6333,33.82,99,100,8.9,RU,2022-04-11 22:50:13
676,Baruun-Urt,46.6806,113.2792,29.86,39,70,5.64,MN,2022-04-11 22:53:47
677,Virginia Beach,36.8529,-75.978,63.0,68,75,9.22,US,2022-04-11 22:51:51
678,Colares,38.7992,-9.4469,59.29,84,99,15.01,PT,2022-04-11 22:54:52
679,Kishtwar,33.3167,75.7667,59.27,41,100,5.12,IN,2022-04-11 22:54:52
680,Cessnock,-32.8333,151.35,71.13,84,79,5.75,AU,2022-04-11 22:54:52
681,Zubtsov,56.1753,34.5894,33.51,96,100,5.03,RU,2022-04-11 22:54:53
682,Buraydah,26.326,43.975,84.65,13,80,2.73,SA,2022-04-11 22:54:53
683,Muroto,33.2833,134.15,64.63,83,69,3.06,JP,2022-04-11 22:54:54
684,Hecun,36.5333,114.1111,58.14,81,100,4.47,CN,2022-04-11 22:54:54
685,Luang Prabang,19.8856,102.1347,70.16,82,52,1.66,LA,2022-04-11 22:54:54
686,Humberto De Campos,-2.5983,-43.4611,76.15,94,100,4.68,BR,2022-04-11 22:55:54
687,Longyearbyen,78.2186,15.6401,4.84,72,0,8.05,SJ,2022-04-11 22:55:55
688,San Fernando,15.0286,120.6898,79.88,72,100,1.21,PH,2022-04-11 22:55:55
689,Benito Juarez,19.385,-99.165,78.84,28,100,11.5,MX,2022-04-11 22:55:55
690,Fairbanks,64.8378,-147.7164,39.24,53,0,6.91,US,2022-04-11 22:51:52
691,La Libertad,-2.2333,-80.9,76.66,83,0,11.5,EC,2022-04-11 22:55:56
692,Babushkin,51.7122,105.8647,27.03,92,100,8.7,RU,2022-04-11 22:55:56
693,Sao Filipe,14.8961,-24.4956,71.56,74,70,11.54,CV,2022-04-11 22:55:56
694,Nambucca Heads,-30.65,153.0,70.16,76,16,12.66,AU,2022-04-11 22:55:57
695,Mount Hagen,-5.8581,144.2274,57.96,88,20,3.44,PG,2022-04-11 22:55:57
696,Wahiawa,21.5028,-158.0236,80.76,59,20,10.36,US,2022-04-11 22:55:57
697,Hay River,60.8156,-115.7999,13.98,73,75,16.11,CA,2022-04-11 22:55:58
698,Tura,25.5198,90.2201,70.02,89,24,4.03,IN,2022-04-11 22:55:58
699,Henties Bay,-22.116,14.2845,64.15,78,0,1.12,NA,2022-04-11 22:55:58
700,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,74.89,98,100,0.2,BR,2022-04-11 22:53:16
