City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Dingle,PH,10.9995,122.6711,76.26,86,100,1.5,overcast clouds
343,Pacific Grove,US,36.6177,-121.9166,63.25,62,0,11.5,clear sky
344,Sacama,EC,-3.9,-79.2667,64.42,44,75,8.05,light rain
345,Vao,NC,-22.6667,167.4833,75.42,69,0,4.36,clear sky
346,Broadstairs,GB,51.3591,1.4394,51.58,79,0,1.99,clear sky
347,Skibbereen,IE,51.55,-9.2667,53.11,96,73,6.62,broken clouds
348,Lorengau,PG,-2.0226,147.2712,84.58,72,20,10.27,few clouds
349,Gerash,IR,27.6652,54.1371,75.96,25,81,2.68,broken clouds
350,Keffi,NG,8.8486,7.8736,79.57,70,98,6.24,light rain
351,Gravdal,NO,68.1214,13.5031,36.03,78,15,5.08,few clouds
352,Moses Lake,US,47.1301,-119.2781,49.87,27,95,11.86,overcast clouds
353,Hambantota,LK,6.1241,81.1185,79.2,84,94,10.56,overcast clouds
354,Anadyr,RU,64.75,177.4833,28.9,79,40,29.08,scattered clouds
355,Ulaangom,MN,49.9811,92.0667,25.39,43,35,2.75,scattered clouds
356,Khandyga,RU,62.6667,135.6,18.05,91,92,4.27,overcast clouds
357,Blairmore,CA,49.6,-114.4353,24.98,50,100,12.66,overcast clouds
358,Prince Rupert,CA,54.3161,-130.3201,41.09,30,0,8.05,clear sky
359,Sinnamary,GF,5.3833,-52.95,77.38,85,49,13.0,scattered clouds
360,Marawi,PH,7.9986,124.2928,70.34,87,100,2.8,overcast clouds
361,Dali,CN,25.7,100.1833,56.03,88,62,5.28,broken clouds
362,Tadine,NC,-21.55,167.8833,78.76,66,0,6.02,clear sky
363,Rosetown,CA,51.5501,-108.0014,24.78,50,100,13.8,overcast clouds
364,Fengcheng,CN,40.4536,124.0717,49.23,48,87,1.32,overcast clouds
365,Puerto Madryn,AR,-42.7692,-65.0385,63.3,41,1,5.28,clear sky
366,Smoky Lake,CA,54.1169,-112.4686,25.52,46,100,11.5,overcast clouds
367,Xai-Xai,MZ,-25.0519,33.6442,76.44,74,6,10.85,clear sky
368,Labuhan,ID,-6.8844,112.2051,77.05,87,47,5.53,scattered clouds
369,Vanavara,RU,60.34,102.2797,31.91,85,100,13.89,overcast clouds
370,Bolshaya Martynovka,RU,47.271,41.6679,43.54,68,98,20.0,overcast clouds
371,Mana,GF,5.6592,-53.7767,76.98,85,58,11.45,broken clouds
372,Alenquer,BR,-1.9417,-54.7383,76.91,91,98,3.89,overcast clouds
373,Kamaishi,JP,39.2667,141.8833,41.07,91,100,10.71,overcast clouds
374,Garowe,SO,8.4054,48.4845,75.34,78,6,5.55,clear sky
375,Maniitsoq,GL,65.4167,-52.9,20.91,85,17,15.48,few clouds
376,Hobyo,SO,5.3505,48.5268,81.73,75,86,12.88,overcast clouds
377,Arlit,NE,18.7369,7.3853,85.24,9,81,2.28,broken clouds
378,Leninskoye,KZ,41.7589,69.3864,57.34,66,0,4.32,clear sky
379,Dehloran,IR,32.6941,47.2679,73.71,13,8,6.29,clear sky
380,Salamiyah,SY,35.0113,37.0532,48.13,50,0,4.85,clear sky
381,Mizdah,LY,31.4451,12.9801,64.29,43,100,16.62,overcast clouds
382,Iqaluit,CA,63.7506,-68.5145,2.93,71,20,20.71,few clouds
383,Pauini,BR,-7.7136,-66.9764,75.74,96,89,1.25,overcast clouds
384,Quelimane,MZ,-17.8786,36.8883,73.92,97,2,4.59,clear sky
385,Nuuk,GL,64.1835,-51.7216,25.88,92,55,15.01,broken clouds
386,Bystryy Istok,RU,52.371,84.3873,32.2,61,0,10.98,clear sky
387,Beringovskiy,RU,63.05,179.3167,29.75,98,100,10.54,snow
388,Yulara,AU,-25.2406,130.9889,75.04,31,100,8.05,overcast clouds
389,Shiroishi,JP,38.0033,140.6183,48.27,91,100,7.0,overcast clouds
390,Vestmannaeyjar,IS,63.4427,-20.2734,44.82,87,98,38.79,overcast clouds
391,Sibu,MY,2.3,111.8167,73.71,100,40,0.0,scattered clouds
392,Amuntai,ID,-2.4177,115.2494,74.37,96,88,0.56,overcast clouds
393,Norman Wells,CA,65.282,-126.8329,28.44,40,75,19.57,broken clouds
394,Semey,KZ,50.4111,80.2275,30.42,86,0,6.71,clear sky
395,College,US,64.8569,-147.8028,43.29,37,100,1.01,overcast clouds
396,Rybnaya Sloboda,RU,55.4613,50.1409,36.88,98,35,8.14,scattered clouds
397,Camocim,BR,-2.9022,-40.8411,77.61,87,43,7.25,scattered clouds
398,Itarema,BR,-2.9248,-39.9167,77.77,85,45,7.47,scattered clouds
399,Jimenez,MX,28.3333,-105.4,82.53,10,49,9.55,scattered clouds
400,Gwadar,PK,25.1216,62.3254,78.22,79,2,4.97,clear sky
401,Mahibadhoo,MV,3.7833,72.9667,84.25,75,100,13.0,overcast clouds
402,Yangambi,CD,0.8102,24.4336,70.41,99,100,2.8,overcast clouds
403,Dhidhdhoo,MV,6.8833,73.1,82.6,71,100,2.17,overcast clouds
404,Sydney,AU,-33.8679,151.2073,65.71,91,40,5.75,scattered clouds
405,Payo,ID,-3.7508,103.6372,70.92,99,59,1.41,broken clouds
406,Marmande,FR,44.5,0.1667,54.52,95,100,4.97,overcast clouds
407,Columbus,US,39.9612,-82.9988,66.11,86,75,12.66,broken clouds
408,Oistins,BB,13.0667,-59.5333,78.89,65,20,18.41,few clouds
409,Takoradi,GH,4.8845,-1.7554,79.7,82,100,7.34,overcast clouds
410,Kalmar,SE,56.6616,16.3616,43.97,77,40,3.0,scattered clouds
411,La Ronge,CA,55.1001,-105.2842,26.82,54,100,13.8,overcast clouds
412,Plettenberg Bay,ZA,-34.0527,23.3716,63.86,88,79,7.96,broken clouds
413,Maraa,BR,-1.8333,-65.3667,76.15,94,99,3.47,heavy intensity rain
414,Krutinka,RU,56.0055,71.5113,41.97,76,99,11.16,overcast clouds
415,Salon,IN,26.0333,81.45,85.84,16,8,5.91,clear sky
416,Flinders,AU,-34.5833,150.8552,67.05,88,28,5.01,scattered clouds
417,Lucea,JM,18.451,-78.1736,80.46,74,22,3.29,few clouds
418,Le Vauclin,MQ,14.5452,-60.8388,78.85,73,75,12.66,broken clouds
419,Bereda,ES,43.2686,-7.5406,49.14,99,62,1.88,broken clouds
420,Smila,UA,49.2224,31.8871,43.23,89,100,15.93,overcast clouds
421,San Patricio,US,28.017,-97.5169,96.89,36,21,11.95,few clouds
422,Bac Lieu,VN,9.285,105.7244,80.08,83,93,6.64,overcast clouds
423,Nome,US,64.5011,-165.4064,32.31,85,92,4.88,overcast clouds
424,Tamandare,BR,-8.7597,-35.1047,78.91,79,84,7.7,broken clouds
425,Udimskiy,RU,61.1417,45.9144,31.26,87,100,11.1,overcast clouds
426,Buea,CM,4.1527,9.241,69.28,92,93,3.89,moderate rain
427,Cayenne,GF,4.9333,-52.3333,81.09,1,75,8.01,broken clouds
428,Dalmatovo,RU,56.26,62.9362,40.01,88,78,7.38,broken clouds
429,Inirida,CO,3.8653,-67.9239,78.8,86,93,2.53,overcast clouds
430,Springville,US,40.1652,-111.6107,42.04,44,100,4.0,overcast clouds
431,Seoul,KR,37.5683,126.9778,53.17,56,100,11.5,overcast clouds
432,Broome,US,42.2506,-75.833,69.67,69,82,9.08,broken clouds
433,Bagdarin,RU,54.4333,113.6,19.4,77,60,3.15,broken clouds
434,Kartaly,RU,53.0522,60.6467,51.31,84,46,8.08,scattered clouds
435,Sarakhs,IR,36.5449,61.1577,72.5,17,0,3.27,clear sky
436,Dolinsk,RU,47.35,142.8,33.31,73,22,1.79,few clouds
437,Miri,MY,4.4148,114.0089,75.34,94,40,3.44,scattered clouds
438,Balinad,PH,13.2926,123.5454,77.18,91,95,1.32,overcast clouds
439,Shitanjing,CN,39.2342,106.3439,40.15,22,100,6.62,overcast clouds
440,Sur,OM,22.5667,59.5289,85.73,32,0,6.96,clear sky
441,Tibagi,BR,-24.5094,-50.4136,66.29,98,99,0.49,overcast clouds
442,San Jose,US,37.3394,-121.895,64.38,47,0,14.97,clear sky
443,Katangli,RU,51.7102,143.2326,25.9,77,58,8.93,broken clouds
444,Swellendam,ZA,-34.0226,20.4417,63.86,89,100,4.92,light rain
445,Arbagar,RU,51.9438,116.2805,31.06,51,1,2.42,clear sky
446,Kushchevskaya,RU,46.5564,39.6386,41.02,96,100,22.86,overcast clouds
447,La Ligua,CL,-32.4524,-71.2311,63.16,49,0,2.53,clear sky
448,Carutapera,BR,-1.195,-46.02,76.8,93,100,5.79,overcast clouds
449,Siemiatycze,PL,52.4272,22.8623,41.94,68,58,6.44,broken clouds
450,Camacha,PT,33.0833,-16.3333,58.42,77,40,6.91,scattered clouds
451,Ossora,RU,59.2353,163.0719,26.37,85,100,5.53,overcast clouds
452,Kupang,ID,-10.1667,123.5833,79.65,82,94,4.83,overcast clouds
453,George,ZA,-33.963,22.4617,63.95,88,100,8.05,overcast clouds
454,Tabou,CI,4.423,-7.3528,78.76,88,100,8.23,light rain
455,Labrea,BR,-7.2586,-64.7981,78.85,87,98,3.06,overcast clouds
456,Biak,ID,-0.9131,122.8766,78.19,78,94,3.44,overcast clouds
457,La Plata,AR,-34.9215,-57.9545,63.82,50,1,6.49,clear sky
458,Bollnas,SE,61.3482,16.3946,36.73,98,100,3.27,light rain
459,Talnakh,RU,69.4865,88.3972,21.9,97,100,4.97,light snow
460,Kadoma,JP,34.7333,135.5833,65.66,79,75,8.05,broken clouds
461,Abalak,RU,58.1286,68.5944,38.3,83,90,10.27,overcast clouds
462,Alyangula,AU,-13.8483,136.4192,78.67,89,59,0.0,broken clouds
463,Hovd,MN,48.0056,91.6419,21.09,57,92,2.89,overcast clouds
464,Clyde River,CA,70.4692,-68.5914,-3.77,84,20,2.3,few clouds
465,Hokitika,NZ,-42.7167,170.9667,59.86,53,4,2.44,clear sky
466,Oranjemund,NA,-28.55,16.4333,59.0,89,98,4.99,overcast clouds
467,Urusha,RU,54.05,122.9,27.81,53,100,3.09,overcast clouds
468,Jacareacanga,BR,-6.2222,-57.7528,75.72,95,99,2.42,moderate rain
469,Rocha,UY,-34.4833,-54.3333,52.23,76,5,6.64,clear sky
470,Sinegorye,RU,62.0788,150.477,7.95,88,100,4.68,overcast clouds
471,Lerwick,GB,60.1545,-1.1494,39.2,76,59,14.23,broken clouds
472,Orange Cove,US,36.6244,-119.3137,67.6,20,6,7.72,clear sky
473,La Asuncion,VE,11.0333,-63.8628,77.9,82,6,21.36,clear sky
474,Sorland,NO,67.667,12.6934,38.61,71,6,7.43,clear sky
475,Egvekinot,RU,66.3167,-179.1667,14.63,87,100,11.77,overcast clouds
476,San Miguel,SV,13.4833,-88.1833,90.48,45,94,8.03,overcast clouds
477,Manuk Mangkaw,PH,4.8,119.85,81.03,77,93,1.41,overcast clouds
478,Lodwar,KE,3.1191,35.5973,86.31,47,45,14.32,scattered clouds
479,Namatanai,PG,-3.6667,152.4333,83.93,69,74,4.34,light rain
480,Roma,US,43.2128,-75.4557,71.82,68,96,4.03,overcast clouds
481,Maneadero,MX,31.7167,-116.5667,65.1,68,24,7.0,few clouds
482,Cockburn Town,TC,21.4612,-71.1419,76.96,78,75,17.27,broken clouds
483,Husavik,IS,66.0449,-17.3389,34.97,84,87,11.36,overcast clouds
484,Sheridan,US,44.8333,-106.9173,19.78,67,0,37.98,clear sky
485,Lavrentiya,RU,65.5833,-171.0,25.52,85,83,10.87,broken clouds
486,Tateyama,JP,34.9833,139.8667,62.53,77,75,8.05,broken clouds
487,Stolin,BY,51.8912,26.846,39.54,73,14,3.71,few clouds
488,Iguape,BR,-24.7081,-47.5553,74.52,91,100,8.28,overcast clouds
489,Tuatapere,NZ,-46.1333,167.6833,57.04,57,70,2.75,broken clouds
490,Ballina,AU,-28.8667,153.5667,66.02,91,56,11.5,broken clouds
491,Slave Lake,CA,55.2834,-114.769,24.78,39,0,8.05,clear sky
492,Salgueiro,BR,-8.0742,-39.1192,81.64,58,100,14.14,overcast clouds
493,Progreso,MX,21.2833,-89.6667,97.11,69,100,14.7,overcast clouds
494,Beppu,JP,33.2736,131.4919,64.49,98,100,0.85,overcast clouds
495,Waingapu,ID,-9.6567,120.2641,78.35,78,59,6.08,broken clouds
496,Pecos,US,31.4229,-103.4932,77.09,3,0,18.41,clear sky
497,Bocana De Paiwas,NI,12.7857,-85.1227,86.25,44,96,8.19,overcast clouds
498,Medvezhyegorsk,RU,62.9167,34.4667,24.87,98,92,2.17,overcast clouds
499,Codrington,AU,-38.2667,141.9667,63.01,47,98,10.51,overcast clouds
500,Arona,ES,28.0996,-16.681,59.83,70,75,10.36,broken clouds
501,Healdsburg,US,38.6105,-122.8692,61.25,57,79,8.99,broken clouds
502,Lata,PT,40.1629,-8.3327,52.92,99,49,1.32,scattered clouds
503,El Vigia,VE,8.6219,-71.6506,82.08,76,78,3.58,broken clouds
504,Hamilton,US,39.1834,-84.5333,68.88,85,100,3.0,overcast clouds
505,Channel-Port Aux Basques,CA,47.5702,-59.1367,34.77,85,88,11.01,overcast clouds
506,Rundu,NA,-17.9333,19.7667,68.63,72,99,5.23,overcast clouds
507,Ust-Maya,RU,60.4167,134.5333,19.8,87,78,2.21,broken clouds
508,Urucui,BR,-7.2294,-44.5561,76.39,86,75,2.68,broken clouds
509,Norden,DE,53.6,7.2,52.95,92,100,9.17,overcast clouds
510,Tlacolula,MX,16.9542,-96.4792,69.01,74,100,8.08,overcast clouds
511,Taltal,CL,-25.4,-70.4833,61.97,77,20,3.42,few clouds
512,Vite,IN,17.2833,74.55,82.36,42,86,3.27,overcast clouds
513,Maragogi,BR,-9.0122,-35.2225,78.46,81,71,7.7,broken clouds
514,Kamenka,RU,51.3223,42.7678,49.87,92,100,13.42,light rain
515,Front Royal,US,38.9182,-78.1944,81.12,39,0,8.05,clear sky
516,Kodinsk,RU,58.6881,99.1844,32.34,80,100,10.67,overcast clouds
517,Nacala,MZ,-14.5428,40.6728,75.34,87,11,3.49,few clouds
518,Muros,ES,42.7762,-9.0603,51.67,90,77,6.08,broken clouds
519,Zambezi,ZM,-13.5432,23.1047,65.19,83,18,5.26,few clouds
520,Alekseyevsk,RU,57.8406,108.3492,31.64,86,100,16.17,light snow
521,Fethiye,TR,36.6217,29.1164,49.87,47,1,4.61,clear sky
522,Jardim,BR,-21.4803,-56.1381,70.11,98,54,4.43,broken clouds
523,Poso,ID,-1.3959,120.7524,79.79,77,87,2.44,overcast clouds
524,Copiapo,CL,-27.3667,-70.3333,56.89,50,0,3.89,clear sky
525,Hami,CN,42.8,93.45,49.01,15,3,12.08,clear sky
526,Gimli,CA,50.6336,-96.9907,32.02,93,100,25.32,overcast clouds
527,Itororo,BR,-15.1169,-40.0703,75.02,78,15,4.63,light rain
528,Sokoni,TZ,-6.4333,39.55,80.49,79,89,6.8,light rain
529,Staraya Kulatka,RU,52.7167,47.6167,49.08,84,100,12.88,overcast clouds
530,Ransang,PH,8.9603,117.5828,80.02,81,97,6.26,overcast clouds
531,Kenai,US,60.5544,-151.2583,45.03,80,100,3.85,overcast clouds
532,Santa Maria,BR,-29.6842,-53.8069,63.7,94,75,2.3,broken clouds
533,Sukhobuzimskoye,RU,56.5,93.2728,29.43,72,19,3.02,few clouds
534,Zhaotong,CN,27.3167,103.7167,55.89,86,97,5.61,overcast clouds
535,Singaraja,ID,-8.112,115.0882,78.62,79,15,4.07,few clouds
536,Adjumani,UG,3.3779,31.7909,72.16,76,85,1.74,overcast clouds
537,Yuzhno-Kurilsk,RU,44.0306,145.8556,33.58,76,89,7.9,overcast clouds
538,Mulchen,CL,-37.7167,-72.2333,59.45,46,1,6.02,clear sky
539,Xining,CN,36.6167,101.7667,34.97,73,90,1.21,overcast clouds
540,Shenjiamen,CN,29.9576,122.298,58.05,97,100,21.7,overcast clouds
541,Jablah,SY,35.3614,35.9256,50.29,71,0,6.91,clear sky
542,Ixtapa,MX,20.7,-105.2,86.81,46,27,7.18,scattered clouds
543,Sept-Iles,CA,50.2001,-66.3821,39.72,79,75,3.44,broken clouds
544,Charters Towers,AU,-20.1,146.2667,76.5,61,6,14.9,clear sky
545,Kununurra,AU,-15.7667,128.7333,75.18,94,66,4.61,broken clouds
546,Sioux Lookout,CA,50.1001,-91.917,30.27,93,100,6.91,overcast clouds
547,Niltepec,MX,16.5667,-94.6167,87.57,53,90,9.51,overcast clouds
548,Chhabra,IN,24.6667,76.8333,81.9,16,0,4.65,clear sky
549,Greymouth,NZ,-42.4667,171.2,59.5,55,3,2.75,clear sky
550,Tomatlan,MX,19.9333,-105.25,88.59,39,99,11.83,overcast clouds
551,Padang,ID,-0.9492,100.3543,77.31,85,88,3.51,overcast clouds
552,Dinar,TR,38.065,30.1656,35.56,46,0,3.98,clear sky
553,Verkhoyansk,RU,67.5447,133.385,4.57,95,100,0.89,overcast clouds
554,Yinchuan,CN,38.4681,106.2731,47.44,29,100,7.78,overcast clouds
555,Damaturu,NG,11.747,11.9608,88.65,36,92,3.91,overcast clouds
556,Berdigestyakh,RU,62.0989,126.6992,23.99,95,100,7.05,overcast clouds
557,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,95,0,13.8,clear sky
558,Pendleton,US,45.6721,-118.7886,43.95,79,75,10.36,broken clouds
559,Mombasa,KE,-4.0547,39.6636,79.02,84,31,6.51,light rain
560,Urengoy,RU,65.9667,78.3667,33.46,99,100,6.17,overcast clouds
561,Banjar,ID,-8.19,114.9675,75.99,86,11,4.25,few clouds
562,Alanya,TR,36.5438,31.9998,55.08,39,0,8.5,clear sky
563,Marigot,MF,18.0667,-63.0833,80.38,61,20,16.11,few clouds
564,Kudligi,IN,14.9,76.3833,80.37,62,100,6.26,overcast clouds
565,Izhma,RU,65.0083,53.9113,35.1,97,100,6.53,overcast clouds
566,Le Port,RE,-20.9373,55.2919,77.0,87,22,9.22,light rain
567,Lensk,RU,60.7253,114.9278,31.24,94,100,15.99,light snow
568,Bandarbeyla,SO,9.4942,50.8122,80.06,81,1,3.87,clear sky
569,Thinadhoo,MV,0.5333,72.9333,83.53,68,57,11.05,broken clouds
570,Benicarlo,ES,40.4165,0.4271,55.56,87,100,13.18,light rain
571,Dargaville,NZ,-35.9333,173.8833,65.66,48,27,11.86,scattered clouds
572,Saint-Denis,FR,48.9167,2.3333,56.17,88,0,3.44,clear sky
573,Newport,GB,51.5877,-2.9984,52.05,88,56,4.99,broken clouds
574,Omboue,GA,-1.5746,9.2618,77.76,91,96,3.04,overcast clouds
575,Joshimath,IN,30.5667,79.5667,52.99,67,34,7.18,scattered clouds
576,Kulhudhuffushi,MV,6.6221,73.07,83.14,70,100,2.71,light rain
577,Gushikawa,JP,26.3544,127.8686,74.43,88,14,7.23,few clouds
578,Marfino,RU,55.7028,37.3822,39.15,74,0,8.95,clear sky
579,Ormara,PK,25.2088,64.6357,78.98,76,0,6.24,clear sky
580,Quevedo,EC,-1.0333,-79.45,77.49,89,99,1.39,moderate rain
581,Hargeysa,SO,9.56,44.065,72.03,53,88,6.11,overcast clouds
582,Del Rio,US,29.3627,-100.8968,93.6,8,0,14.97,clear sky
583,High Rock,BS,26.6208,-78.2833,76.12,67,96,17.45,overcast clouds
584,Lafia,NG,8.4833,8.5167,82.65,66,76,8.21,broken clouds
585,Kieta,PG,-6.2167,155.6333,84.47,70,40,4.56,light rain
586,Faanui,PF,-16.4833,-151.75,81.39,74,7,14.45,clear sky
587,Vagay,RU,57.9375,69.0217,38.86,83,90,8.88,overcast clouds
588,Prado,BR,-17.3411,-39.2208,77.83,85,8,6.73,clear sky
589,Kokopo,PG,-4.352,152.2633,82.99,67,80,0.51,broken clouds
590,Sosnovo-Ozerskoye,RU,52.5249,111.5418,23.83,64,9,6.33,clear sky
591,Glendive,US,47.1053,-104.7125,22.62,87,100,32.99,fog
592,Synya,RU,65.3718,58.0387,34.02,100,100,3.56,overcast clouds
593,Meulaboh,ID,4.1363,96.1285,76.28,89,62,3.85,broken clouds
594,Buchanan,LR,5.8808,-10.0467,78.85,90,70,7.4,light rain
595,Klyuchevskiy,RU,53.5317,119.4519,24.96,70,77,2.44,broken clouds
596,Ilebo,CD,-4.3167,20.5833,74.19,88,100,1.3,overcast clouds
597,Melo,UY,-32.3667,-54.1833,55.36,48,35,7.76,scattered clouds
598,Zapolyarnyy,RU,69.4154,30.8136,22.28,99,92,2.8,overcast clouds
599,Khorixas,NA,-20.3667,14.9667,71.62,38,62,5.17,light rain
600,Anjozorobe,MG,-18.4,47.8667,61.77,95,98,6.02,overcast clouds
601,Yarada,IN,17.65,83.2667,81.5,84,67,14.81,broken clouds
602,Mandan,US,46.8267,-100.8896,26.58,93,100,36.82,snow
603,Chimoio,MZ,-19.1164,33.4833,66.06,97,6,3.38,clear sky
604,Ust-Ishim,RU,57.6935,71.1665,36.86,86,100,8.05,overcast clouds
605,Chardara,KZ,41.2547,67.9692,63.54,42,1,8.41,clear sky
606,Gigmoto,PH,13.7796,124.39,79.32,82,87,4.68,overcast clouds
607,Seredka,RU,58.1584,28.1858,34.34,73,91,2.73,overcast clouds
608,Mgandu,TZ,-5.95,34.1333,61.29,94,31,6.15,scattered clouds
609,Korla,CN,41.7597,86.1469,55.33,38,65,2.55,broken clouds
610,Pandan,PH,14.0453,124.1694,79.74,82,93,6.11,overcast clouds
611,Pangnirtung,CA,66.1451,-65.7125,-4.13,100,100,3.76,overcast clouds
612,Marsh Harbour,BS,26.5412,-77.0636,75.24,70,95,17.02,overcast clouds
613,Shubarshi,KZ,48.5872,57.1869,57.22,64,99,11.92,overcast clouds
614,Kawambwa,ZM,-9.7915,29.0791,61.63,95,24,3.78,few clouds
615,Matay,EG,28.419,30.7792,60.6,56,60,17.63,broken clouds
616,Gouyave,GD,12.1646,-61.7296,78.4,75,31,19.98,scattered clouds
617,Zagan,PL,51.6176,15.3149,54.48,72,96,3.33,overcast clouds
618,Jian,CN,27.1172,114.9793,61.5,87,98,2.44,overcast clouds
619,Celestun,MX,20.8667,-90.4,81.5,78,100,14.41,overcast clouds
620,Mabai,CN,23.0128,104.4508,57.2,98,6,3.47,clear sky
621,Onalaska,US,43.8844,-91.2351,40.69,77,100,5.01,light rain
622,Innisfail,AU,-17.5333,146.0333,80.73,67,80,9.51,light rain
623,Verkh-Usugli,RU,52.7,115.1667,25.43,61,32,3.09,scattered clouds
624,Porto Murtinho,BR,-21.6989,-57.8825,73.85,83,68,4.74,broken clouds
625,Havelock,US,34.8791,-76.9013,73.98,82,31,8.99,scattered clouds
626,Tirano,IT,46.2154,10.1679,56.17,86,100,3.11,overcast clouds
627,Sorong,ID,-0.8833,131.25,78.76,85,100,4.97,overcast clouds
628,Kambam,ID,5.2505,96.8629,78.44,83,100,4.54,overcast clouds
629,Ilo,PE,-17.6394,-71.3375,65.93,81,3,6.69,clear sky
630,Grand-Santi,GF,4.25,-54.3833,73.17,99,55,2.71,moderate rain
631,Te Anau,NZ,-45.4167,167.7167,54.1,58,54,0.56,broken clouds
632,Gewane,ET,10.1664,40.6453,86.25,38,86,2.33,overcast clouds
633,The Valley,AI,18.217,-63.0578,78.82,73,1,19.01,clear sky
634,Rosamorada,MX,22.1222,-105.2058,90.46,31,25,11.3,scattered clouds
635,Grand Gaube,MU,-20.0064,57.6608,78.39,83,20,8.99,few clouds
636,Deoria,IN,26.5047,83.7872,81.82,47,5,5.59,clear sky
637,Mandalgovi,MN,45.7625,106.2708,27.28,51,100,9.46,overcast clouds
638,Port Hardy,CA,50.6996,-127.4199,44.56,42,77,2.53,broken clouds
639,Birao,CF,10.2849,22.7882,82.6,36,91,4.88,overcast clouds
640,Pingzhuang,CN,42.0372,119.2889,44.08,41,5,4.99,clear sky
641,Flin Flon,CA,54.7682,-101.865,28.67,75,100,14.52,overcast clouds
642,Gamba,GA,-2.65,10.0,77.54,90,100,2.93,overcast clouds
643,Acapulco,MX,16.8634,-99.8901,83.53,65,94,11.88,overcast clouds
644,Potrero Del Llano,MX,21.05,-97.6833,94.06,40,85,12.68,overcast clouds
645,Gizo,SB,-8.103,156.8419,83.8,69,26,5.97,scattered clouds
646,Mezokovesd,HU,47.8167,20.5833,44.76,66,7,2.28,clear sky
647,Thunder Bay,CA,48.4001,-89.3168,40.28,65,100,25.32,overcast clouds
648,San Miguel De Cauri,PE,-10.1,-76.5833,48.24,85,22,5.93,few clouds
649,Baie-Comeau,CA,49.2168,-68.1489,40.68,60,75,5.75,broken clouds
650,Irituia,BR,-1.7711,-47.4381,75.07,99,100,3.47,moderate rain
651,Tsiroanomandidy,MG,-18.7667,46.0333,64.8,86,29,3.71,scattered clouds
652,Pointe-Noire,CG,-4.7761,11.8635,77.83,88,84,1.92,broken clouds
653,Taiyuan,CN,37.8694,112.5603,48.06,53,0,4.47,clear sky
654,Tyrma,RU,50.0833,132.1667,26.65,86,95,0.69,overcast clouds
655,Sabang,ID,5.8933,95.3214,83.23,73,55,6.29,broken clouds
656,Mocuba,MZ,-16.8392,36.9856,71.1,98,3,3.09,clear sky
657,Bilma,NE,18.6853,12.9164,85.26,8,71,6.69,broken clouds
658,Aksarka,RU,66.5606,67.7975,33.26,99,100,3.98,overcast clouds
659,Darhan,MN,49.4867,105.9228,26.38,65,89,5.01,overcast clouds
660,Maldonado,UY,-34.6667,-54.9167,60.22,68,5,4.94,clear sky
661,Batticaloa,LK,7.7102,81.6924,78.96,84,97,2.91,overcast clouds
662,Along,IN,28.1667,94.7667,69.08,99,99,0.78,overcast clouds
663,Laguna,US,38.421,-121.4238,64.15,41,20,13.8,few clouds
664,Praia,CV,14.9215,-23.5087,69.48,80,15,14.0,few clouds
665,Akyab,MM,20.15,92.9,80.35,82,30,6.02,scattered clouds
666,Leningradskiy,RU,69.3833,178.4167,3.15,92,92,13.78,overcast clouds
667,Ravar,IR,31.2656,56.8055,71.98,19,22,6.76,few clouds
668,Wum,CM,6.3833,10.0667,66.97,90,100,3.67,light rain
669,Westport,US,41.1415,-73.3579,71.42,73,0,8.05,clear sky
670,Sola,VU,-13.8833,167.55,83.23,71,14,13.51,moderate rain
671,Harda,IN,22.3333,77.1,86.59,17,99,3.85,overcast clouds
