City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
263,Tabas,33.5959,56.9244,79.02,11,60,4.61,IR,2022-04-06 17:32:44
264,Zhangjiakou,40.81,114.8794,48.38,37,2,5.14,CN,2022-04-06 17:32:45
265,Juba,4.8517,31.5825,87.49,39,82,4.07,SS,2022-04-06 17:32:45
266,Richards Bay,-28.783,32.0377,74.28,94,14,5.37,ZA,2022-04-06 17:32:45
267,Vilhena,-12.7406,-60.1458,88.02,58,40,6.91,BR,2022-04-06 17:32:46
268,Marawi,7.9986,124.2928,68.5,96,99,1.45,PH,2022-04-06 17:33:46
269,Taicheng,38.731,113.228,46.74,37,0,2.89,CN,2022-04-06 17:33:47
270,Karsava,56.7841,27.6883,32.05,67,98,6.78,LV,2022-04-06 17:33:47
271,Tateyama,34.9833,139.8667,57.09,80,100,8.52,JP,2022-04-06 17:33:48
272,Tura,25.5198,90.2201,72.16,79,10,3.71,IN,2022-04-06 17:30:41
273,Yerbogachen,61.2767,108.0108,26.69,96,100,9.84,RU,2022-04-06 17:33:48
274,Namibe,-15.1961,12.1522,73.71,71,9,10.69,AO,2022-04-06 17:33:48
275,Moranbah,-22.0016,148.0466,70.84,79,23,10.69,AU,2022-04-06 17:33:49
276,Talnakh,69.4865,88.3972,25.21,95,100,6.82,RU,2022-04-06 17:33:49
277,Isangel,-19.55,169.2667,78.1,88,100,13.8,VU,2022-04-06 17:33:50
278,Zemio,5.0314,25.1361,72.0,91,98,8.19,CF,2022-04-06 17:33:50
279,Vila Velha,-20.3297,-40.2925,82.35,80,40,14.97,BR,2022-04-06 17:31:55
280,Guymon,36.6828,-101.4816,57.2,7,100,36.82,US,2022-04-06 17:33:51
281,Izumo,35.3667,132.7667,46.35,67,0,4.12,JP,2022-04-06 17:33:51
282,Praya,14.9215,-23.5087,75.74,57,20,18.41,CV,2022-04-06 17:33:51
283,Phan Thiet,10.9333,108.1,77.16,84,61,6.17,VN,2022-04-06 17:31:36
284,Dalvik,65.9702,-18.5286,28.33,73,100,10.8,IS,2022-04-06 17:33:52
285,Vuktyl,63.8567,57.3094,6.91,95,32,4.07,RU,2022-04-06 17:33:52
286,Northam,51.0333,-4.2167,50.61,88,57,27.85,GB,2022-04-06 17:33:53
287,Kenora,49.8167,-94.4337,32.97,100,100,13.8,CA,2022-04-06 17:30:39
288,Khovu-Aksy,51.1333,93.6,35.15,70,7,6.2,RU,2022-04-06 17:33:53
289,Masuguru,-11.3667,38.4167,73.4,96,34,3.65,TZ,2022-04-06 17:33:54
290,Dolores,-36.3132,-57.6792,80.6,35,1,9.33,AR,2022-04-06 17:33:54
291,Nome,64.5011,-165.4064,-0.33,78,75,3.44,US,2022-04-06 17:33:54
292,Kogon,39.7228,64.5517,71.64,49,40,6.91,UZ,2022-04-06 17:33:55
293,Matara,5.9485,80.5353,75.29,93,100,6.98,LK,2022-04-06 17:33:55
294,Alofi,-19.0595,-169.9187,67.89,100,87,1.14,NU,2022-04-06 17:33:56
295,Orlik,52.5178,99.825,25.47,93,97,3.09,RU,2022-04-06 17:33:56
296,Tikri,29.2333,77.35,79.66,9,8,6.89,IN,2022-04-06 17:33:57
297,Gizo,-8.103,156.8419,78.8,91,100,21.5,SB,2022-04-06 17:33:57
298,Fuerte Olimpo,-21.0415,-57.8738,100.36,26,30,5.14,PY,2022-04-06 17:33:57
299,Nkan,0.3833,9.7833,78.8,89,100,3.74,GA,2022-04-06 17:33:58
300,Khandbari,27.3747,87.2039,69.19,72,61,2.55,NP,2022-04-06 17:33:58
301,Belleville,44.1788,-77.3705,61.52,54,75,14.97,CA,2022-04-06 17:33:59
302,Qasigiannguit,68.8193,-51.1922,25.05,94,100,3.96,GL,2022-04-06 17:33:59
303,San Juan Evangelista,17.9,-95.1333,101.7,24,31,14.88,MX,2022-04-06 17:33:59
304,Bubaque,11.2833,-15.8333,76.17,73,8,21.21,GW,2022-04-06 17:33:59
305,Papetoai,-17.4961,-149.8729,81.99,69,38,19.98,PF,2022-04-06 17:34:00
306,Ekhabi,53.5102,142.9671,22.71,85,52,10.27,RU,2022-04-06 17:34:00
307,Portales,34.1862,-103.3344,54.1,15,0,1.99,US,2022-04-06 17:34:01
308,Kemijarvi,66.7131,27.4306,28.26,97,100,4.32,FI,2022-04-06 17:34:01
309,Cuiaba,-15.5961,-56.0967,93.13,89,20,8.05,BR,2022-04-06 17:32:39
310,Ocos,14.5094,-92.1933,91.58,65,2,10.56,GT,2022-04-06 17:34:01
311,Chingirlau,51.095,54.0814,45.0,90,100,10.54,KZ,2022-04-06 17:34:02
312,Phangnga,8.4509,98.5298,75.24,93,100,0.94,TH,2022-04-06 17:34:02
313,Bela,25.9333,81.9833,83.08,8,1,2.62,IN,2022-04-06 17:34:03
314,Tarko-Sale,64.9225,77.785,19.9,93,100,21.39,RU,2022-04-06 17:35:03
315,Itarema,-2.9248,-39.9167,83.17,71,82,7.96,BR,2022-04-06 17:35:03
316,Vvedenka,49.8244,36.5075,48.38,67,92,8.08,UA,2022-04-06 17:35:04
317,Shihezi,44.3,86.0333,65.05,26,0,3.31,CN,2022-04-06 17:35:04
318,Isla Vista,34.4133,-119.861,90.34,58,0,5.75,US,2022-04-06 17:32:07
319,Palmer,42.1584,-72.3287,50.61,76,100,17.27,US,2022-04-06 17:35:05
320,Pano Aqil,27.8569,69.1116,84.09,8,0,9.69,PK,2022-04-06 17:35:05
321,Frunze,48.6686,38.7544,49.37,61,30,9.75,UA,2022-04-06 17:35:06
322,Barranca,-10.75,-77.7667,73.38,72,47,12.84,PE,2022-04-06 17:35:06
323,Saint Anthony,45.0205,-93.218,39.13,92,100,18.41,US,2022-04-06 17:35:07
324,Noumea,-22.2763,166.4572,80.01,99,99,15.05,NC,2022-04-06 17:35:07
325,Diffa,13.3154,12.6113,94.1,7,56,6.93,NE,2022-04-06 17:35:07
326,Ust-Kan,50.9276,84.761,38.88,69,97,3.89,RU,2022-04-06 17:35:08
